num;utterance;child;age;skipped;reconstructed;bow;gold;prediction;chance;controlledscore
10;"[<__main__.Word instance at 0x11dbea7a0>
 <__main__.Word instance at 0x11dbea680>
 <__main__.Word instance at 0x11dbea998>
 <__main__.Word instance at 0x11dbea878>
 <__main__.Word instance at 0x11dbeaa28>
 <__main__.Word instance at 0x11dbea098>
 <__main__.Word instance at 0x11dbeacb0>]";Ethan;2_6;False;False;"[['no'], ['a', 'boulder'], ['on', 'top'], ['of'], [""there's""]]";nothere'saboulderontopof;nothere'saboulderofontop;0.00833333333333;-0.00836824967052
11;[<__main__.Word instance at 0x11dbead40>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
12;"[<__main__.Word instance at 0x11dbed0e0>
 <__main__.Word instance at 0x11dbed2d8>
 <__main__.Word instance at 0x11dbed1b8>
 <__main__.Word instance at 0x11dbed248>
 <__main__.Word instance at 0x11dbed4d0>
 <__main__.Word instance at 0x11dbed3f8>]";Ethan;2_6;False;False;[['&-uh'], ['of'], ['no'], ['elephant'], ['different', 'kind']];&-uhnodifferentkindofelephant;elephantnodifferentkindof&-uh;0.00833333333333;-0.00836824967052
13;[<__main__.Word instance at 0x11dbed5f0>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
14;[<__main__.Word instance at 0x11dbed320>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
15;[<__main__.Word instance at 0x11dbed758>];Ethan;2_6;False;True;[['truck']];truck;truck;1.0;0.0
16;"[<__main__.Word instance at 0x11dbed830>
 <__main__.Word instance at 0x11dbeda70>
 <__main__.Word instance at 0x11dbed908>]";Ethan;2_6;False;False;[['a'], ['truck'], ['only']];onlyatruck;atruckonly;0.166666666667;-0.182321556794
17;[<__main__.Word instance at 0x11dbed488>];Ethan;2_6;False;True;[['oh']];oh;oh;1.0;0.0
18;"[<__main__.Word instance at 0x11dbedb90>
 <__main__.Word instance at 0x11dbedf38>]";Ethan;2_6;False;False;"[['this'], [""what's""]]";what'sthis;thiswhat's;0.5;-0.69314718056
19;"[<__main__.Word instance at 0x11dbedc68>
 <__main__.Word instance at 0x11dbede18>
 <__main__.Word instance at 0x11dbedea8>]";Ethan;2_6;False;False;[['needs'], ['magnet'], ['he']];heneedsmagnet;needshemagnet;0.166666666667;-0.182321556794
20;"[<__main__.Word instance at 0x11dbf1098>
 <__main__.Word instance at 0x11dbf1290>]";Ethan;2_6;False;False;"[['up'], [""what's""]]";what'sup;upwhat's;0.5;-0.69314718056
21;"[<__main__.Word instance at 0x11dbf13b0>
 <__main__.Word instance at 0x11dbf11b8>]";Ethan;2_6;False;True;[['big'], ['magnet']];bigmagnet;bigmagnet;0.5;0.69314718056
22;"[<__main__.Word instance at 0x11dbf15f0>
 <__main__.Word instance at 0x11dbf1488>]";Ethan;2_6;False;True;[['magnet'], ['big']];bigmagnet;bigmagnet;0.5;0.69314718056
23;"[<__main__.Word instance at 0x11dbf14d0>
 <__main__.Word instance at 0x11dbf1878>
 <__main__.Word instance at 0x11dbf15a8>
 <__main__.Word instance at 0x11dbf1908>]";Ethan;2_6;False;False;[['have_to'], ['break'], ['me'], ['for']];formehave_tobreak;formebreakhave_to;0.0416666666667;-0.0425596144188
24;"[<__main__.Word instance at 0x11dbf1b00>
 <__main__.Word instance at 0x11dbf1998>
 <__main__.Word instance at 0x11dbf1c20>]";Ethan;2_6;False;True;"[['I', ""don't""], ['no']]";noIdon't;noIdon't;0.5;0.69314718056
25;[<__main__.Word instance at 0x11dbf1e18>];Ethan;2_6;False;True;[['oh']];oh;oh;1.0;0.0
26;[<__main__.Word instance at 0x11dbf1ef0>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
27;"[<__main__.Word instance at 0x11dbf1f80>
 <__main__.Word instance at 0x11dbf1e60>]";Ethan;2_6;False;False;[['no'], ['fly']];nofly;flyno;0.5;-0.69314718056
28;[<__main__.Word instance at 0x11dbf4170>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
29;"[<__main__.Word instance at 0x11dbf4320>
 <__main__.Word instance at 0x11dbf4248>]";Ethan;2_6;False;True;[['wheels'], ['rear']];rearwheels;rearwheels;0.5;0.69314718056
30;[<__main__.Word instance at 0x11dbf43b0>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
31;"[<__main__.Word instance at 0x11dbf4680>
 <__main__.Word instance at 0x11dbf4560>
 <__main__.Word instance at 0x11dbf4998>
 <__main__.Word instance at 0x11dbf4878>
 <__main__.Word instance at 0x11dbf4908>
 <__main__.Word instance at 0x11dbf47e8>
 <__main__.Word instance at 0x11dbf4bd8>
 <__main__.Word instance at 0x11dbf4ab8>]";Ethan;2_6;False;False;[['no'], ['with'], ['station'], ['play'], ['will'], ['you'], ['train'], ['your']];nowillyouplaywithyourtrainstation;willyouplaywithyourtrainnostation;2.48015873016e-05;-2.4801894866e-05
32;"[<__main__.Word instance at 0x11dbf4710>
 <__main__.Word instance at 0x11dbf4d40>
 <__main__.Word instance at 0x11dbf4c20>
 <__main__.Word instance at 0x11dbf4e60>]";Ethan;2_6;False;False;[['you', 'need'], ['windows'], ['some']];youneedsomewindows;someyouneedwindows;0.166666666667;-0.182321556794
33;[<__main__.Word instance at 0x11dbf4f38>];Ethan;2_6;False;True;[['no']];no;no;1.0;0.0
34;"[<__main__.Word instance at 0x11dbf4ea8>
 <__main__.Word instance at 0x11dbf4f80>
 <__main__.Word instance at 0x11dbf49e0>
 <__main__.Word instance at 0x11dbf7050>
 <__main__.Word instance at 0x11dbf7128>
 <__main__.Word instance at 0x11dbf71b8>]";Ethan;2_6;False;False;[['no'], ['put'], ['no'], ['how', 'bout'], ['you']];nonohowboutyouput;putnonoyouhowbout;0.00833333333333;-0.00836824967052
35;"[<__main__.Word instance at 0x11dbf7368>
 <__main__.Word instance at 0x11dbf7248>]";Ethan;2_6;False;True;[['the', 'doors']];thedoors;thedoors;1.0;0.0
36;"[<__main__.Word instance at 0x11dbf73b0>
 <__main__.Word instance at 0x11dbf7710>]";Ethan;2_6;False;True;[['no'], ['no']];nono;nono;0.5;0.69314718056
37;"[<__main__.Word instance at 0x11dbf7b00>
 <__main__.Word instance at 0x11dbf7a28>
 <__main__.Word instance at 0x11dbf7b48>
 <__main__.Word instance at 0x11dbf7c20>
 <__main__.Word instance at 0x11dbf7e60>]";Ethan;2_6;False;False;"[['the', 'track'], ['in'], ['a'], [""rock's""]]";arock'sinthetrack;inarock'sthetrack;0.0416666666667;-0.0425596144188
38;"[<__main__.Word instance at 0x11dbf75f0>
 <__main__.Word instance at 0x11dbf7fc8>]";Ethan;2_6;False;True;[['scoop'], ['a']];ascoop;ascoop;0.5;0.69314718056
39;"[<__main__.Word instance at 0x11dbf7950>
 <__main__.Word instance at 0x11dbf7d88>
 <__main__.Word instance at 0x11dbfa0e0>
 <__main__.Word instance at 0x11dbfa2d8>
 <__main__.Word instance at 0x11dbfa170>]";Ethan;2_6;False;True;[['the', 'road'], ['on'], ['goes'], ['that']];thatgoesontheroad;thatgoesontheroad;0.0416666666667;3.17805383035
40;"[<__main__.Word instance at 0x11dbfa200>
 <__main__.Word instance at 0x11dbfa560>
 <__main__.Word instance at 0x11dbfa368>
 <__main__.Word instance at 0x11dbfa5f0>
 <__main__.Word instance at 0x11dbfa830>
 <__main__.Word instance at 0x11dbfa710>
 <__main__.Word instance at 0x11dbfa8c0>
 <__main__.Word instance at 0x11dbfa290>
 <__main__.Word instance at 0x11dbfa9e0>]";Ethan;2_6;False;False;[['should'], ['what'], ['we'], ['&-um'], ['them'], ['twins'], ['name'], ['they'], ['are']];arethey&-umtwinswhatshouldwenamethem;theyarewenamethem&-umwhatshouldtwins;2.7557319224e-06;-2.75573571947e-06
41;"[<__main__.Word instance at 0x11dbfaab8>
 <__main__.Word instance at 0x11dbfa3f8>
 <__main__.Word instance at 0x11dbfac68>
 <__main__.Word instance at 0x11dbfab48>
 <__main__.Word instance at 0x11dbfae60>]";Ethan;2_6;False;False;[['name'], ['we'], ['what'], ['should'], ['them']];whatshouldwenamethem;shouldwenamethemwhat;0.00833333333333;-0.00836824967052
42;[<__main__.Word instance at 0x11dbfaf38>];Ethan;2_6;False;True;[['this']];this;this;1.0;0.0
43;"[<__main__.Word instance at 0x11dbfa7e8>
 <__main__.Word instance at 0x11dbfacf8>
 <__main__.Word instance at 0x11dbfd170>
 <__main__.Word instance at 0x11dbfd1b8>
 <__main__.Word instance at 0x11dbfd098>]";Ethan;2_6;False;False;[['name'], ['what'], ['we'], ['them'], ['should']];whatshouldwenamethem;shouldwenamethemwhat;0.00833333333333;-0.00836824967052
44;"[<__main__.Word instance at 0x11dbfd3f8>
 <__main__.Word instance at 0x11dbfd5f0>
 <__main__.Word instance at 0x11dbfd0e0>
 <__main__.Word instance at 0x11dbfd6c8>]";Ethan;2_6;False;False;[['they'], ['yeah'], ['have'], ['eyes']];theyhaveeyesyeah;eyestheyhaveyeah;0.0416666666667;-0.0425596144188
45;[<__main__.Word instance at 0x11dbfd758>];Ethan;2_6;False;True;[['googly']];googly;googly;1.0;0.0
46;"[<__main__.Word instance at 0x11dbfd908>
 <__main__.Word instance at 0x11dbfd830>
 <__main__.Word instance at 0x11dbfdb00>]";Ethan;2_6;False;True;[['has'], ['it'], ['wheels']];ithaswheels;ithaswheels;0.166666666667;1.79175946923
47;[<__main__.Word instance at 0x11dbfdbd8>];Ethan;2_6;False;True;[['wheels']];wheels;wheels;1.0;0.0
48;"[<__main__.Word instance at 0x11dbfdb48>
 <__main__.Word instance at 0x11dbfdd88>
 <__main__.Word instance at 0x11dbfd8c0>]";Ethan;2_6;False;False;[['in'], ['I'], ['put']];Iputin;putinI;0.166666666667;-0.182321556794
49;"[<__main__.Word instance at 0x11dbfdcf8>
 <__main__.Word instance at 0x11dbfdf38>]";Ethan;2_6;False;True;[['and'], ['red']];redand;redand;0.5;0.69314718056
50;"[<__main__.Word instance at 0x11dbfdea8>
 <__main__.Word instance at 0x11dbfdc20>
 <__main__.Word instance at 0x11dc01050>
 <__main__.Word instance at 0x11dc010e0>
 <__main__.Word instance at 0x11dc01290>
 <__main__.Word instance at 0x11dc01170>]";Ethan;2_6;False;False;[['I'], ['red'], ['want'], ['and'], ['something'], ['yellow']];Iwantsomethingredandyellow;yellowandredsomethingIwant;0.00138888888889;-0.00138985428905
51;"[<__main__.Word instance at 0x11dc015f0>
 <__main__.Word instance at 0x11dc018c0>]";Ethan;2_6;False;True;[['and'], ['here']];andhere;andhere;0.5;0.69314718056
52;"[<__main__.Word instance at 0x11dc01998>
 <__main__.Word instance at 0x11dc014d0>
 <__main__.Word instance at 0x11dc01ef0>
 <__main__.Word instance at 0x11dc01dd0>]";Ethan;2_6;False;False;"[['blue'], ['a'], [""here's""], ['and']]";andhere'sablue;blueandhere'sa;0.0416666666667;-0.0425596144188
53;[<__main__.Word instance at 0x11dc01ab8>];Ethan;2_6;False;True;[['that']];that;that;1.0;0.0
54;"[<__main__.Word instance at 0x11dc01cb0>
 <__main__.Word instance at 0x11dc041b8>
 <__main__.Word instance at 0x11dc04050>
 <__main__.Word instance at 0x11dc04290>]";Ethan;2_6;False;False;"[['that'], ['that'], [""what's""], [""what's""]]";what'sthatwhat'sthat;thatwhat'sthatwhat's;0.0416666666667;-0.0425596144188
55;"[<__main__.Word instance at 0x11dc04320>
 <__main__.Word instance at 0x11dc045a8>]";Ethan;2_6;False;False;[['red'], ['is']];isred;redis;0.5;-0.69314718056
56;"[<__main__.Word instance at 0x11dc043b0>
 <__main__.Word instance at 0x11dc04518>
 <__main__.Word instance at 0x11dc047e8>
 <__main__.Word instance at 0x11dc046c8>
 <__main__.Word instance at 0x11dc04878>]";Ethan;2_6;False;False;[['too'], ['has'], ['he'], ['tracks'], ['caterpillar']];hehascaterpillartrackstoo;toohehascaterpillartracks;0.00833333333333;-0.00836824967052
57;"[<__main__.Word instance at 0x11dc04b00>
 <__main__.Word instance at 0x11dc049e0>
 <__main__.Word instance at 0x11dc04b90>]";Ethan;2_6;False;False;"[['Thomas'], [""doesn't""], ['and']]";andThomasdoesn't;doesn'tandThomas;0.166666666667;-0.182321556794
58;"[<__main__.Word instance at 0x11dc04c20>
 <__main__.Word instance at 0x11dc04ef0>
 <__main__.Word instance at 0x11dc04680>
 <__main__.Word instance at 0x11dc04f80>
 <__main__.Word instance at 0x11dc04cf8>]";Ethan;2_6;False;False;[['on'], ['back'], ['I'], ['put', 'them']];Iputthembackon;backonIputthem;0.0416666666667;-0.0425596144188
59;"[<__main__.Word instance at 0x11dc07170>
 <__main__.Word instance at 0x11dc07098>
 <__main__.Word instance at 0x11dc07200>
 <__main__.Word instance at 0x11dc07710>
 <__main__.Word instance at 0x11dc075a8>]";Ethan;2_6;False;False;[['do'], ['you', 'want'], ['to'], ['or']];oryouwanttodo;todooryouwant;0.0416666666667;-0.0425596144188
60;"[<__main__.Word instance at 0x11dc07518>
 <__main__.Word instance at 0x11dc07ab8>
 <__main__.Word instance at 0x11dc07a28>
 <__main__.Word instance at 0x11dc07f38>
 <__main__.Word instance at 0x11dc07cf8>]";Ethan;2_6;False;False;[['here'], ['it'], ['right'], ['you', 'remember']];yourememberitrighthere;righthereityouremember;0.0416666666667;-0.0425596144188
61;"[<__main__.Word instance at 0x11dc0b3b0>
 <__main__.Word instance at 0x11dc0b290>
 <__main__.Word instance at 0x11dc0b488>]";Ethan;2_6;False;False;[['tractor'], ['train'], ['half']];tractorhalftrain;trainhalftractor;0.166666666667;-0.182321556794
62;"[<__main__.Word instance at 0x11dc0b560>
 <__main__.Word instance at 0x11dc0b3f8>
 <__main__.Word instance at 0x11dc0b5f0>
 <__main__.Word instance at 0x11dc0b7a0>]";Ethan;2_6;False;False;[['one'], ['and'], ['the', 'other']];andtheotherone;andonetheother;0.166666666667;-0.182321556794
63;"[<__main__.Word instance at 0x11dc0bb00>
 <__main__.Word instance at 0x11dc0b4d0>
 <__main__.Word instance at 0x11dc0bbd8>
 <__main__.Word instance at 0x11dc0ba70>]";Ethan;2_6;False;False;[['on'], ['his'], ['puts'], ['he']];heputsonhis;onhisputshe;0.0416666666667;-0.0425596144188
64;"[<__main__.Word instance at 0x11dc0b908>
 <__main__.Word instance at 0x11dc0bf80>
 <__main__.Word instance at 0x11dc0b758>
 <__main__.Word instance at 0x11dc0bab8>
 <__main__.Word instance at 0x11dc0bfc8>
 <__main__.Word instance at 0x11dc0be60>
 <__main__.Word instance at 0x11dc0b878>
 <__main__.Word instance at 0x11dc0e098>
 <__main__.Word instance at 0x11dc0e128>
 <__main__.Word instance at 0x11dc0e200>]";Ethan;2_6;False;False;"[['and'], ['he'], ['has'], ['smile'], [""he's""], ['a'], ['a'], ['you', 'know'], ['smile']]";andyouknowhe'sasmilehehasasmile;andasmilehe'sasmileyouknowhashe;2.7557319224e-06;-2.75573571947e-06
65;"[<__main__.Word instance at 0x11dc0e758>
 <__main__.Word instance at 0x11dc0e9e0>
 <__main__.Word instance at 0x11dc0e638>
 <__main__.Word instance at 0x11dc0eb00>
 <__main__.Word instance at 0x11dc0e8c0>]";Ethan;2_6;False;False;[['I'], ['it'], ['back'], ['put'], ['on']];Iputitbackon;backonitIput;0.00833333333333;-0.00836824967052
66;"[<__main__.Word instance at 0x11dc0e3f8>
 <__main__.Word instance at 0x11dc0ecb0>]";Ethan;2_6;False;False;[['has'], ['he']];hehas;hashe;0.5;-0.69314718056
67;[<__main__.Word instance at 0x11dc0eea8>];Ethan;2_6;False;True;[['train']];train;train;1.0;0.0
68;"[<__main__.Word instance at 0x11dc0ed40>
 <__main__.Word instance at 0x11dc0ef80>
 <__main__.Word instance at 0x11dc0edd0>
 <__main__.Word instance at 0x11dc11200>
 <__main__.Word instance at 0x11dc11248>
 <__main__.Word instance at 0x11dc11368>
 <__main__.Word instance at 0x11dc110e0>
 <__main__.Word instance at 0x11dc11440>]";Ethan;2_6;False;False;[['the'], ['he', 'lost'], ['he'], ['he'], ['loosed'], ['the', 'magnet']];heheloosedthehelostthemagnet;thethemagnethehelostloosedhe;0.00138888888889;-0.00138985428905
69;[<__main__.Word instance at 0x11dc11830>];Ethan;2_6;False;True;"[[""he's""]]";he's;he's;1.0;0.0
70;[<__main__.Word instance at 0x11dc11908>];Ethan;2_6;False;True;[['yeah']];yeah;yeah;1.0;0.0
71;"[<__main__.Word instance at 0x11dc119e0>
 <__main__.Word instance at 0x11dc11878>
 <__main__.Word instance at 0x11dc11a70>
 <__main__.Word instance at 0x11dc11950>
 <__main__.Word instance at 0x11dc11b90>
 <__main__.Word instance at 0x11dc11710>]";Ethan;2_6;False;False;[['we'], ['got'], ['new'], ['Jesse', 'Bear'], ['Stories']];wegotnewJesseBearStories;gotJesseBearnewStorieswe;0.00833333333333;-0.00836824967052
72;[<__main__.Word instance at 0x11dc11128>];Ethan;2_6;False;True;[['yeah']];yeah;yeah;1.0;0.0
73;[<__main__.Word instance at 0x11dc11cb0>];Ethan;2_6;False;True;[['yeah']];yeah;yeah;1.0;0.0
74;"[<__main__.Word instance at 0x11dc11638>
 <__main__.Word instance at 0x11dc11f80>
 <__main__.Word instance at 0x11dc140e0>
 <__main__.Word instance at 0x11dc14320>
 <__main__.Word instance at 0x11dc141b8>
 <__main__.Word instance at 0x11dc14488>]";Ethan;2_6;False;False;[['he'], ['will'], ['what'], ['wear'], ['what'], ['what']];whatwhatwhatwillhewear;willwearwhathewhatwhat;0.00138888888889;-0.00138985428905
75;[<__main__.Word instance at 0x11dc14560>];Ethan;2_6;False;True;[['cereal']];cereal;cereal;1.0;0.0
76;[<__main__.Word instance at 0x11dc14ab8>];Ethan;2_6;False;True;[['morning']];morning;morning;1.0;0.0
77;"[<__main__.Word instance at 0x11dc14b00>
 <__main__.Word instance at 0x11dc14710>
 <__main__.Word instance at 0x11dc14bd8>]";Ethan;2_6;False;False;[['a', 'butterfly'], ['catching']];catchingabutterfly;abutterflycatching;0.5;-0.69314718056
78;[<__main__.Word instance at 0x11dc14dd0>];Ethan;2_6;False;True;[['catching']];catching;catching;1.0;0.0
79;"[<__main__.Word instance at 0x11dc14f38>
 <__main__.Word instance at 0x11dc14d88>
 <__main__.Word instance at 0x11dc14ef0>
 <__main__.Word instance at 0x11dc170e0>
 <__main__.Word instance at 0x11dc17128>]";Ethan;2_6;False;False;"[['got'], ['of'], ['dozens'], ['trucks'], [""he's""]]";he'sgotdozensoftrucks;truckshe'sgotdozensof;0.00833333333333;-0.00836824967052
80;"[<__main__.Word instance at 0x11dc17200>
 <__main__.Word instance at 0x11dc173f8>
 <__main__.Word instance at 0x11dc17290>
 <__main__.Word instance at 0x11dc175a8>]";Ethan;2_6;False;True;"[['and'], ['a', 'dump'], [""that's""]]";andthat'sadump;andthat'sadump;0.166666666667;1.79175946923
81;"[<__main__.Word instance at 0x11dc17518>
 <__main__.Word instance at 0x11dc173b0>
 <__main__.Word instance at 0x11dc17758>
 <__main__.Word instance at 0x11dc17680>]";Ethan;2_6;False;False;"[['stuck'], ['there'], ['cause'], [""I'm""]]";causeI'mstuckthere;stuckthereI'mcause;0.0416666666667;-0.0425596144188
82;"[<__main__.Word instance at 0x11dc17440>
 <__main__.Word instance at 0x11dc178c0>
 <__main__.Word instance at 0x11dc17638>]";Ethan;2_6;False;True;"[['that'], [""that's"", 'rice']]";thatthat'srice;thatthat'srice;0.5;0.69314718056
83;"[<__main__.Word instance at 0x11dc179e0>
 <__main__.Word instance at 0x11dc17488>
 <__main__.Word instance at 0x11dc17b00>
 <__main__.Word instance at 0x11dc17998>]";Ethan;2_6;False;True;[['some', 'rice'], ['wanna', 'try']];wannatrysomerice;wannatrysomerice;0.5;0.69314718056
84;[<__main__.Word instance at 0x11dc17908>];Ethan;2_6;False;True;[['what']];what;what;1.0;0.0
85;"[<__main__.Word instance at 0x11dc17c20>
 <__main__.Word instance at 0x11dc17f80>
 <__main__.Word instance at 0x11dc17ef0>]";Ethan;2_6;False;False;[['what'], ['he'], ['doing']];whathedoing;hedoingwhat;0.166666666667;-0.182321556794
86;"[<__main__.Word instance at 0x11dc1a200>
 <__main__.Word instance at 0x11dc1a128>
 <__main__.Word instance at 0x11dc1a2d8>]";Ethan;2_6;False;False;"[[""he's""], ['what'], ['doing']]";whathe'sdoing;he'sdoingwhat;0.166666666667;-0.182321556794
87;"[<__main__.Word instance at 0x11dc1a4d0>
 <__main__.Word instance at 0x11dc1a368>
 <__main__.Word instance at 0x11dc1a560>]";Ethan;2_6;False;False;[['me'], ['tell'], ['what']];whattellme;tellmewhat;0.166666666667;-0.182321556794
88;"[<__main__.Word instance at 0x11dc1a5f0>
 <__main__.Word instance at 0x11dc1a878>
 <__main__.Word instance at 0x11dc1a488>]";Ethan;2_6;False;False;"[[""he's""], ['making'], ['bubbles']]";he'smakingbubbles;bubblesmakinghe's;0.166666666667;-0.182321556794
89;"[<__main__.Word instance at 0x11dc1a1b8>
 <__main__.Word instance at 0x11dc1ab00>
 <__main__.Word instance at 0x11dc1a998>
 <__main__.Word instance at 0x11dc1ad40>]";Ethan;2_6;False;True;"[[""there's""], ['his'], ['boat'], ['and']]";andthere'shisboat;andthere'shisboat;0.0416666666667;3.17805383035
90;[<__main__.Word instance at 0x11dc1ad88>];Ethan;2_6;False;True;[['J']];J;J;1.0;0.0
91;"[<__main__.Word instance at 0x11dc1ae60>
 <__main__.Word instance at 0x11dc1aa28>
 <__main__.Word instance at 0x11dc1aef0>]";Ethan;2_6;False;True;[['Jesse', 'Bear'], ['for']];forJesseBear;forJesseBear;0.5;0.69314718056
92;"[<__main__.Word instance at 0x11dc1e050>
 <__main__.Word instance at 0x11dc1e200>
 <__main__.Word instance at 0x11dc1e0e0>
 <__main__.Word instance at 0x11dc1e3b0>]";Ethan;2_6;False;True;[['and'], ['his'], ['train'], ['there']];andtherehistrain;andtherehistrain;0.0416666666667;3.17805383035
93;"[<__main__.Word instance at 0x11dc1e518>
 <__main__.Word instance at 0x11dc1e440>
 <__main__.Word instance at 0x11dc1e638>]";Ethan;2_6;False;False;"[[""there's""], ['his'], ['train']]";there'shistrain;trainhisthere's;0.166666666667;-0.182321556794
94;[<__main__.Word instance at 0x11dc1e680>];Ethan;2_6;False;True;[['his']];his;his;1.0;0.0
95;"[<__main__.Word instance at 0x11dc1eb90>
 <__main__.Word instance at 0x11dc1ecf8>
 <__main__.Word instance at 0x11dc1e758>
 <__main__.Word instance at 0x11dc1eea8>]";Ethan;2_6;False;False;[['story'], ['more'], ['one'], ['want']];wantonemorestory;wantmorestoryone;0.0416666666667;-0.0425596144188
96;[<__main__.Word instance at 0x11dc1ef80>];Ethan;2_6;False;True;[['blue']];blue;blue;1.0;0.0
97;"[<__main__.Word instance at 0x11dc1ee60>
 <__main__.Word instance at 0x11dc212d8>
 <__main__.Word instance at 0x11dc21050>
 <__main__.Word instance at 0x11dc213b0>
 <__main__.Word instance at 0x11dc21248>]";Ethan;2_6;False;True;[['blue'], ['blue'], ['blue'], ['blue'], ['blue']];blueblueblueblueblue;blueblueblueblueblue;0.00833333333333;4.78749174278
98;"[<__main__.Word instance at 0x11dc214d0>
 <__main__.Word instance at 0x11dc21128>
 <__main__.Word instance at 0x11dc21560>
 <__main__.Word instance at 0x11dc21200>
 <__main__.Word instance at 0x11dc21950>
 <__main__.Word instance at 0x11dc21908>
 <__main__.Word instance at 0x11dc21a28>]";Ethan;2_6;False;True;[['blue'], ['blue'], ['blue'], ['blue'], ['blue'], ['blue'], ['blue']];blueblueblueblueblueblueblue;blueblueblueblueblueblueblue;0.000198412698413;8.52516136107
99;"[<__main__.Word instance at 0x11dc21d40>
 <__main__.Word instance at 0x11dc21c68>]";Ethan;2_6;False;True;[['orange'], ['orange']];orangeorange;orangeorange;0.5;0.69314718056
100;"[<__main__.Word instance at 0x11dc21cb0>
 <__main__.Word instance at 0x11dc21e60>]";Ethan;2_6;False;False;[['is'], ['it']];isit;itis;0.5;-0.69314718056
101;"[<__main__.Word instance at 0x11dc21c20>
 <__main__.Word instance at 0x11dc21b48>]";Ethan;2_6;False;True;[['orange'], ['orange']];orangeorange;orangeorange;0.5;0.69314718056
102;[<__main__.Word instance at 0x11dc240e0>];Ethan;2_6;False;True;[['orange']];orange;orange;1.0;0.0
103;[<__main__.Word instance at 0x11dc245a8>];Ethan;2_6;False;True;[['juice']];juice;juice;1.0;0.0
104;"[<__main__.Word instance at 0x11dc244d0>
 <__main__.Word instance at 0x11dc247e8>
 <__main__.Word instance at 0x11dc243b0>]";Ethan;2_6;False;False;[['one'], ['want'], ['more']];wantonemore;wantmoreone;0.166666666667;-0.182321556794
105;"[<__main__.Word instance at 0x11dc246c8>
 <__main__.Word instance at 0x11dc249e0>]";Ethan;2_6;False;True;[['one'], ['that']];thatone;thatone;0.5;0.69314718056
106;[<__main__.Word instance at 0x11dc24dd0>];Ethan;2_6;False;True;[['another']];another;another;1.0;0.0
107;"[<__main__.Word instance at 0x11dc24ea8>
 <__main__.Word instance at 0x11dc24680>
 <__main__.Word instance at 0x11dc24fc8>]";Ethan;2_6;False;False;"[['a'], [""that's""], ['guy']]";that'saguy;guyathat's;0.166666666667;-0.182321556794
