num;utterance;child;age;skipped;reconstructed;bow;gold;prediction;chance;controlledscore
99;"[<__main__.Word instance at 0x11d38f8c0>
 <__main__.Word instance at 0x11d38fab8>
 <__main__.Word instance at 0x11d38fa70>]";William;3_0;True;NaN;NaN;glassofjuice;NaN;NaN;NaN
100;[<__main__.Word instance at 0x11d38fb00>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
101;"[<__main__.Word instance at 0x11d38f638>
 <__main__.Word instance at 0x11d38fdd0>
 <__main__.Word instance at 0x11d38fcb0>]";William;3_0;True;NaN;NaN;overyourtongue;NaN;NaN;NaN
102;"[<__main__.Word instance at 0x11d38fe60>
 <__main__.Word instance at 0x11d38fc20>
 <__main__.Word instance at 0x11d38ff80>
 <__main__.Word instance at 0x11d38f710>
 <__main__.Word instance at 0x11d392098>
 <__main__.Word instance at 0x11d392290>
 <__main__.Word instance at 0x11d392128>]";William;3_0;True;NaN;NaN;Igotitthisismytongue;NaN;NaN;NaN
103;"[<__main__.Word instance at 0x11d392488>
 <__main__.Word instance at 0x11d3923b0>]";William;3_0;False;True;[['want'], ['see']];wantsee;wantsee;0.5;0.69314718056
104;[<__main__.Word instance at 0x11d392368>];William;3_0;False;True;[['ah']];ah;ah;1.0;0.0
105;"[<__main__.Word instance at 0x11d3927e8>
 <__main__.Word instance at 0x11d3926c8>
 <__main__.Word instance at 0x11d392998>
 <__main__.Word instance at 0x11d392878>
 <__main__.Word instance at 0x11d392b48>
 <__main__.Word instance at 0x11d392a28>
 <__main__.Word instance at 0x11d3922d8>]";William;3_0;False;False;"[['Mommy'], [""that's""], ['you'], ['me'], ['and'], ['that'], [""that's""]]";that'sMommythat'smeandthatyou;andyouMommythat'sthat'sthatme;0.000198412698413;-0.000198432384816
106;"[<__main__.Word instance at 0x11d392bd8>
 <__main__.Word instance at 0x11d392d40>
 <__main__.Word instance at 0x11d392f38>
 <__main__.Word instance at 0x11d392fc8>]";William;3_0;True;NaN;NaN;thisthatmyfriend;NaN;NaN;NaN
107;[<__main__.Word instance at 0x11d399128>];William;3_0;False;True;"[[""that's""]]";that's;that's;1.0;0.0
108;"[<__main__.Word instance at 0x11d399050>
 <__main__.Word instance at 0x11d3994d0>
 <__main__.Word instance at 0x11d399368>
 <__main__.Word instance at 0x11d399560>
 <__main__.Word instance at 0x11d399710>]";William;3_0;True;NaN;NaN;hisfriendthat'shisfriend;NaN;NaN;NaN
109;[<__main__.Word instance at 0x11d399878>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
110;"[<__main__.Word instance at 0x11d399908>
 <__main__.Word instance at 0x11d399638>
 <__main__.Word instance at 0x11d399998>]";William;3_0;False;False;[['how', 'bout'], ['blue']];howboutblue;bluehowbout;0.5;-0.69314718056
111;"[<__main__.Word instance at 0x11d399b90>
 <__main__.Word instance at 0x11d399a28>
 <__main__.Word instance at 0x11d399c20>]";William;3_0;False;True;[['do'], ['or'], ['orange']];ordoorange;ordoorange;0.166666666667;1.79175946923
112;"[<__main__.Word instance at 0x11d399e18>
 <__main__.Word instance at 0x11d399cb0>
 <__main__.Word instance at 0x11d399ef0>
 <__main__.Word instance at 0x11d399b48>
 <__main__.Word instance at 0x11d399fc8>]";William;3_0;False;False;[['to'], ['the'], ['how', 'bout'], ['orange']];howbouttotheorange;theorangetohowbout;0.0416666666667;-0.0425596144188
113;[<__main__.Word instance at 0x11d395128>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
114;[<__main__.Word instance at 0x11d395290>];William;3_0;False;True;[['&-uh']];&-uh;&-uh;1.0;0.0
115;[<__main__.Word instance at 0x11d395560>];William;3_0;False;True;[['orange']];orange;orange;1.0;0.0
116;[<__main__.Word instance at 0x11d395638>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
117;[<__main__.Word instance at 0x11d3955a8>];William;3_0;False;True;[['mm']];mm;mm;1.0;0.0
118;[<__main__.Word instance at 0x11d395710>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
119;[<__main__.Word instance at 0x11d395a70>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
120;[<__main__.Word instance at 0x11d395c68>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
121;[<__main__.Word instance at 0x11d395e18>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
122;[<__main__.Word instance at 0x11d395fc8>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
123;[<__main__.Word instance at 0x11d39c1b8>];William;3_0;True;NaN;NaN;ha;NaN;NaN;NaN
124;[<__main__.Word instance at 0x11d39c488>];William;3_0;False;True;[['ah']];ah;ah;1.0;0.0
125;[<__main__.Word instance at 0x11d39c3f8>];William;3_0;False;True;[['huh']];huh;huh;1.0;0.0
126;[<__main__.Word instance at 0x11d39c6c8>];William;3_0;False;True;[['oh']];oh;oh;1.0;0.0
127;"[<__main__.Word instance at 0x11d39c758>
 <__main__.Word instance at 0x11d39ca70>]";William;3_0;False;True;[['Mommy'], ['now']];nowMommy;nowMommy;0.5;0.69314718056
128;[<__main__.Word instance at 0x11d39cc68>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
129;[<__main__.Word instance at 0x11d39cdd0>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
130;[<__main__.Word instance at 0x11d39cfc8>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
131;[<__main__.Word instance at 0x11d39c8c0>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
132;[<__main__.Word instance at 0x11d39f1b8>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
133;[<__main__.Word instance at 0x11d39f248>];William;3_0;True;NaN;NaN;&;NaN;NaN;NaN
134;"[<__main__.Word instance at 0x11d39f488>
 <__main__.Word instance at 0x11d39f638>
 <__main__.Word instance at 0x11d39f2d8>]";William;3_0;True;NaN;NaN;bluetwosblues;NaN;NaN;NaN
135;"[<__main__.Word instance at 0x11d39f8c0>
 <__main__.Word instance at 0x11d39f3f8>]";William;3_0;False;True;[['a'], ['blue']];ablue;ablue;0.5;0.69314718056
136;"[<__main__.Word instance at 0x11d39f830>
 <__main__.Word instance at 0x11d39fb48>
 <__main__.Word instance at 0x11d39f7e8>
 <__main__.Word instance at 0x11d39fb90>]";William;3_0;True;NaN;NaN;higherupthecandy;NaN;NaN;NaN
137;[<__main__.Word instance at 0x11d39fd88>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
138;[<__main__.Word instance at 0x11d39fe60>];William;3_0;False;True;[['okay']];okay;okay;1.0;0.0
139;[<__main__.Word instance at 0x11d39fef0>];William;3_0;False;True;[['oh']];oh;oh;1.0;0.0
140;"[<__main__.Word instance at 0x11d39ff80>
 <__main__.Word instance at 0x11d39f9e0>]";William;3_0;False;True;[['orange'], ['two']];twoorange;twoorange;0.5;0.69314718056
141;"[<__main__.Word instance at 0x11d39fa70>
 <__main__.Word instance at 0x11d39fcb0>]";William;3_0;False;False;[['a'], ['green']];agreen;greena;0.5;-0.69314718056
142;[<__main__.Word instance at 0x11d3a2170>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
143;[<__main__.Word instance at 0x11d3a2368>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
144;"[<__main__.Word instance at 0x11d3a22d8>
 <__main__.Word instance at 0x11d3a26c8>]";William;3_0;False;True;"[['yours'], [""where's""]]";where'syours;where'syours;0.5;0.69314718056
145;[<__main__.Word instance at 0x11d3a28c0>];William;3_0;False;True;[['yeah']];yeah;yeah;1.0;0.0
146;"[<__main__.Word instance at 0x11d3a2998>
 <__main__.Word instance at 0x11d3a2680>
 <__main__.Word instance at 0x11d3a2b90>]";William;3_0;False;False;[['blue'], ['one'], ['&-uh']];one&-uhblue;&-uhoneblue;0.166666666667;-0.182321556794
147;[<__main__.Word instance at 0x11d3a2d40>];William;3_0;False;True;[['here']];here;here;1.0;0.0
148;[<__main__.Word instance at 0x11d3a29e0>];William;3_0;False;True;[['throw']];throw;throw;1.0;0.0
149;[<__main__.Word instance at 0x11d3a2ea8>];William;3_0;False;True;[['yes']];yes;yes;1.0;0.0
150;"[<__main__.Word instance at 0x11d3a51b8>
 <__main__.Word instance at 0x11d3a5098>
 <__main__.Word instance at 0x11d3a5368>]";William;3_0;False;False;[['want'], ['I'], ['juice']];Iwantjuice;wantIjuice;0.166666666667;-0.182321556794
151;"[<__main__.Word instance at 0x11d3a5518>
 <__main__.Word instance at 0x11d3a53f8>]";William;3_0;False;True;[['juice'], ['juice']];juicejuice;juicejuice;0.5;0.69314718056
152;[<__main__.Word instance at 0x11d3a55a8>];William;3_0;True;NaN;NaN;hm;NaN;NaN;NaN
153;"[<__main__.Word instance at 0x11d3a5950>
 <__main__.Word instance at 0x11d3a5bd8>]";William;3_0;False;True;[['yellow'], ['one']];oneyellow;oneyellow;0.5;0.69314718056
154;[<__main__.Word instance at 0x11d3a5d40>];William;3_0;False;True;[['ah']];ah;ah;1.0;0.0
155;"[<__main__.Word instance at 0x11d3a5c68>
 <__main__.Word instance at 0x11d3a5e60>
 <__main__.Word instance at 0x11d3a5830>
 <__main__.Word instance at 0x11d3a5f38>
 <__main__.Word instance at 0x11d3a5e18>]";William;3_0;False;False;"[[""I'm"", 'gonna'], ['see'], ['the', 'bus']]";I'mgonnaseethebus;thebusseeI'mgonna;0.166666666667;-0.182321556794
156;"[<__main__.Word instance at 0x11d3a5d88>
 <__main__.Word instance at 0x11d3a8128>]";William;3_0;True;NaN;NaN;whatMom;NaN;NaN;NaN
157;"[<__main__.Word instance at 0x11d3a81b8>
 <__main__.Word instance at 0x11d3a84d0>
 <__main__.Word instance at 0x11d3a8368>]";William;3_0;False;True;[['the', 'bus'], ['that']];thatthebus;thatthebus;0.5;0.69314718056
