,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,repetition,correctedscore
22,22,[<__main__.Word instance at 0x11421bdd0>],William,2_6,True,,,uhoh,,,NaN,NaN
23,23,"[<__main__.Word instance at 0x11421bfc8>
 <__main__.Word instance at 0x11421bea8>
 <__main__.Word instance at 0x11421b560>]",William,2_6,True,,,I'mplayingtennis,,,NaN,NaN
24,24,[<__main__.Word instance at 0x11421ba28>],William,2_6,True,,,oops,,,NaN,NaN
25,25,[<__main__.Word instance at 0x11421e0e0>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
26,26,[<__main__.Word instance at 0x11421e248>],William,2_6,True,,,boot,,,NaN,NaN
27,27,[<__main__.Word instance at 0x11421e320>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
28,28,"[<__main__.Word instance at 0x11421e3b0>
 <__main__.Word instance at 0x11421e5f0>
 <__main__.Word instance at 0x11421e440>]",William,2_6,True,,,let'splaygolf,,,NaN,NaN
29,29,"[<__main__.Word instance at 0x11421e950>
 <__main__.Word instance at 0x11421e878>
 <__main__.Word instance at 0x11421eb48>]",William,2_6,True,,,let'splaytennis,,,NaN,NaN
30,30,"[<__main__.Word instance at 0x11421ec20>
 <__main__.Word instance at 0x11421e6c8>]",William,2_6,False,False,"[['ready'], ['kay']]",kayready,readykay,0.5,False,-0.6931471805599453
31,31,[<__main__.Word instance at 0x11421eb90>],William,2_6,False,True,[['ready']],ready,ready,1.0,False,-0.0
32,32,[<__main__.Word instance at 0x11421e638>],William,2_6,True,,,set,,,NaN,NaN
33,33,[<__main__.Word instance at 0x11421ee18>],William,2_6,False,True,[['go']],go,go,1.0,False,-0.0
34,34,"[<__main__.Word instance at 0x11421efc8>
 <__main__.Word instance at 0x11421ef38>
 <__main__.Word instance at 0x11421ec68>]",William,2_6,False,False,"[['did'], ['it'], ['I']]",Ididit,diditI,0.166666666667,False,-0.1823215567939546
35,35,"[<__main__.Word instance at 0x114222170>
 <__main__.Word instance at 0x114222248>
 <__main__.Word instance at 0x1142220e0>]",William,2_6,False,False,"[['it'], ['do'], ['wanna']]",wannadoit,doitwanna,0.166666666667,False,-0.1823215567939546
36,36,"[<__main__.Word instance at 0x1142221b8>
 <__main__.Word instance at 0x1142224d0>
 <__main__.Word instance at 0x1142223b0>
 <__main__.Word instance at 0x1142225a8>]",William,2_6,False,False,"[['wanna'], ['no'], ['do'], ['it']]",nowannadoit,doitnowanna,0.0416666666667,False,-0.04255961441879589
37,37,"[<__main__.Word instance at 0x114222830>
 <__main__.Word instance at 0x1142226c8>
 <__main__.Word instance at 0x114222908>]",William,2_6,False,False,"[['on'], ['kay'], ['hold']]",kayholdon,holdonkay,0.166666666667,False,-0.1823215567939546
38,38,"[<__main__.Word instance at 0x1142229e0>
 <__main__.Word instance at 0x114222878>
 <__main__.Word instance at 0x114222ab8>]",William,2_6,False,False,"[['go'], [""let's""], ['outside']]",let'sgooutside,gooutsidelet's,0.166666666667,False,-0.1823215567939546
39,39,"[<__main__.Word instance at 0x114222b48>
 <__main__.Word instance at 0x114222a28>
 <__main__.Word instance at 0x114222cf8>]",William,2_6,False,True,"[['outside'], ['wanna'], ['go']]",wannagooutside,wannagooutside,0.166666666667,False,1.791759469228055
40,40,"[<__main__.Word instance at 0x114222ef0>
 <__main__.Word instance at 0x114222d88>
 <__main__.Word instance at 0x114222fc8>
 <__main__.Word instance at 0x114222cb0>]",William,2_6,True,,,kayreadygetset,,,NaN,NaN
41,41,[<__main__.Word instance at 0x114222f38>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
42,42,"[<__main__.Word instance at 0x114225248>
 <__main__.Word instance at 0x114225128>
 <__main__.Word instance at 0x114225440>]",William,2_6,True,,,wannaplaytennis,,,NaN,NaN
43,43,"[<__main__.Word instance at 0x114225518>
 <__main__.Word instance at 0x1142255f0>]",William,2_6,True,,,playtennis,,,NaN,NaN
44,44,[<__main__.Word instance at 0x1142256c8>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
45,45,"[<__main__.Word instance at 0x114225878>
 <__main__.Word instance at 0x114225710>]",William,2_6,False,False,"[['ready'], ['kay']]",kayready,readykay,0.5,False,-0.6931471805599453
46,46,[<__main__.Word instance at 0x114225560>],William,2_6,True,,,whoops,,,NaN,NaN
47,47,"[<__main__.Word instance at 0x114225638>
 <__main__.Word instance at 0x114225bd8>
 <__main__.Word instance at 0x114225830>
 <__main__.Word instance at 0x114225cb0>]",William,2_6,True,,,whoopsImeantto,,,NaN,NaN
48,48,"[<__main__.Word instance at 0x114225d40>
 <__main__.Word instance at 0x114225c20>
 <__main__.Word instance at 0x114225f38>]",William,2_6,False,False,"[['it'], ['I'], ['get']]",Igetit,getitI,0.166666666667,False,-0.1823215567939546
49,49,"[<__main__.Word instance at 0x114225fc8>
 <__main__.Word instance at 0x114225998>
 <__main__.Word instance at 0x114225ab8>]",William,2_6,False,False,"[['the'], ['here'], ['ball']]",heretheball,theballhere,0.166666666667,False,-0.1823215567939546
50,50,[<__main__.Word instance at 0x1142280e0>],William,2_6,False,True,[['okay']],okay,okay,1.0,False,-0.0
51,51,"[<__main__.Word instance at 0x1142283b0>
 <__main__.Word instance at 0x114228248>
 <__main__.Word instance at 0x114228680>]",William,2_6,True,,,busiscoming,,,NaN,NaN
52,52,[<__main__.Word instance at 0x1142289e0>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
53,53,"[<__main__.Word instance at 0x114228a28>
 <__main__.Word instance at 0x114228710>
 <__main__.Word instance at 0x114228e60>]",William,2_6,True,,,seethebus,,,NaN,NaN
54,54,"[<__main__.Word instance at 0x114228ef0>
 <__main__.Word instance at 0x1142287e8>]",William,2_6,False,False,"[['ready'], ['kay']]",kayready,readykay,0.5,False,-0.6931471805599453
55,55,[<__main__.Word instance at 0x114228c68>],William,2_6,True,,,whoops,,,NaN,NaN
56,56,[<__main__.Word instance at 0x11422c2d8>],William,2_6,False,True,[['that']],that,that,1.0,False,-0.0
57,57,[<__main__.Word instance at 0x11422c3b0>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
58,58,[<__main__.Word instance at 0x11422c5a8>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
59,59,[<__main__.Word instance at 0x11422c3f8>],William,2_6,True,,,whoops,,,NaN,NaN
60,60,[<__main__.Word instance at 0x11422c290>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
61,61,[<__main__.Word instance at 0x11422c518>],William,2_6,True,,,oops,,,NaN,NaN
62,62,[<__main__.Word instance at 0x11422c320>],William,2_6,False,True,[['oh']],oh,oh,1.0,False,-0.0
63,63,"[<__main__.Word instance at 0x11422c488>
 <__main__.Word instance at 0x11422cb90>
 <__main__.Word instance at 0x11422c200>]",William,2_6,False,False,"[['I', 'got'], ['it']]",Igotit,itIgot,0.5,False,-0.6931471805599453
64,64,"[<__main__.Word instance at 0x11422c830>
 <__main__.Word instance at 0x11422cd88>]",William,2_6,False,False,"[['got'], ['it']]",gotit,itgot,0.5,False,-0.6931471805599453
65,65,"[<__main__.Word instance at 0x11422cf80>
 <__main__.Word instance at 0x11422ce18>]",William,2_6,False,False,"[['go'], ['here']]",herego,gohere,0.5,False,-0.6931471805599453
66,66,[<__main__.Word instance at 0x11422cb00>],William,2_6,False,True,[['okay']],okay,okay,1.0,False,-0.0
67,67,[<__main__.Word instance at 0x11422f248>],William,2_6,False,True,[['ready']],ready,ready,1.0,False,-0.0
68,68,"[<__main__.Word instance at 0x11422f320>
 <__main__.Word instance at 0x11422f440>]",William,2_6,False,False,"[['kay'], ['ready']]",kayready,readykay,0.5,False,-0.6931471805599453
69,69,"[<__main__.Word instance at 0x11422f560>
 <__main__.Word instance at 0x11422f200>]",William,2_6,True,,,playtennis,,,NaN,NaN
70,70,"[<__main__.Word instance at 0x11422f170>
 <__main__.Word instance at 0x11422f6c8>
 <__main__.Word instance at 0x11422f5a8>
 <__main__.Word instance at 0x11422f8c0>
 <__main__.Word instance at 0x11422f758>]",William,2_6,False,False,"[['want'], ['no'], ['that'], ['I'], ['one']]",noIwantthatone,thatoneIwantno,0.00833333333333,False,-0.00836824967051658
71,71,[<__main__.Word instance at 0x11422f3f8>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
72,72,"[<__main__.Word instance at 0x11422f9e0>
 <__main__.Word instance at 0x11422fc20>
 <__main__.Word instance at 0x11422f878>]",William,2_6,False,False,"[['it'], ['I', 'got']]",Igotit,itIgot,0.5,False,-0.6931471805599453
73,73,"[<__main__.Word instance at 0x11422fcf8>
 <__main__.Word instance at 0x11422fe60>
 <__main__.Word instance at 0x11422fa70>
 <__main__.Word instance at 0x11422ff80>]",William,2_6,True,,,nowannaplaytennis,,,NaN,NaN
74,74,[<__main__.Word instance at 0x11422fb00>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
75,75,"[<__main__.Word instance at 0x11422fc68>
 <__main__.Word instance at 0x11422fb90>
 <__main__.Word instance at 0x114232098>]",William,2_6,False,False,"[['this', 'is'], [""William's""]]",thisisWilliam's,William'sthisis,0.5,False,-0.6931471805599453
76,76,"[<__main__.Word instance at 0x114232200>
 <__main__.Word instance at 0x1142320e0>]",William,2_6,False,False,"[['more'], ['kay']]",kaymore,morekay,0.5,False,-0.6931471805599453
77,77,[<__main__.Word instance at 0x1142322d8>],William,2_6,False,True,[['more']],more,more,1.0,False,-0.0
78,78,"[<__main__.Word instance at 0x114232368>
 <__main__.Word instance at 0x114232440>
 <__main__.Word instance at 0x114232710>]",William,2_6,False,False,"[['more'], ['kay'], ['one']]",kayonemore,onekaymore,0.166666666667,False,-0.1823215567939546
79,79,[<__main__.Word instance at 0x114232638>],William,2_6,False,True,[['two']],two,two,1.0,False,-0.0
80,80,[<__main__.Word instance at 0x114232878>],William,2_6,True,,,whoops,,,NaN,NaN
81,81,"[<__main__.Word instance at 0x114232950>
 <__main__.Word instance at 0x114232758>
 <__main__.Word instance at 0x1142329e0>]",William,2_6,False,True,"[['get'], ['ball'], ['the']]",gettheball,gettheball,0.166666666667,False,1.791759469228055
82,82,"[<__main__.Word instance at 0x1142327e8>
 <__main__.Word instance at 0x114232c68>
 <__main__.Word instance at 0x114232b48>]",William,2_6,True,,,wannaplaytennis,,,NaN,NaN
83,83,"[<__main__.Word instance at 0x114232cf8>
 <__main__.Word instance at 0x114232fc8>]",William,2_6,False,False,"[['kay'], ['ready']]",kayready,readykay,0.5,False,-0.6931471805599453
84,84,[<__main__.Word instance at 0x114232f38>],William,2_6,True,,,whoops,,,NaN,NaN
85,85,"[<__main__.Word instance at 0x114232dd0>
 <__main__.Word instance at 0x1142351b8>
 <__main__.Word instance at 0x114235098>]",William,2_6,False,False,"[[""I'll""], ['it'], ['hit']]",I'llhitit,I'llithit,0.166666666667,False,-0.1823215567939546
86,86,"[<__main__.Word instance at 0x114235320>
 <__main__.Word instance at 0x114235050>
 <__main__.Word instance at 0x1142353f8>
 <__main__.Word instance at 0x114235488>
 <__main__.Word instance at 0x114235368>
 <__main__.Word instance at 0x1142355a8>
 <__main__.Word instance at 0x114235290>]",William,2_6,False,False,"[[""William's""], [""William's""], ['this', 'is'], ['no'], ['this', 'is']]",nothisisWilliam'sthisisWilliam's,William'sthisisWilliam'snothisis,0.0333333333333,True,-0.03390155167568134
87,87,"[<__main__.Word instance at 0x114235908>
 <__main__.Word instance at 0x114235830>
 <__main__.Word instance at 0x114235998>]",William,2_6,False,False,"[[""William's""], ['this', 'is']]",thisisWilliam's,William'sthisis,0.5,False,-0.6931471805599453
88,88,[<__main__.Word instance at 0x114235ab8>],William,2_6,False,True,[['see']],see,see,1.0,False,-0.0
89,89,"[<__main__.Word instance at 0x114235b48>
 <__main__.Word instance at 0x114235170>
 <__main__.Word instance at 0x114235d40>]",William,2_6,False,False,"[['it'], ['on'], ['see']]",seeonit,seeiton,0.166666666667,False,-0.1823215567939546
90,90,"[<__main__.Word instance at 0x114235ea8>
 <__main__.Word instance at 0x114235d88>]",William,2_6,False,True,"[['kay'], ['ready']]",kayready,kayready,0.5,False,0.6931471805599453
91,91,"[<__main__.Word instance at 0x114235f38>
 <__main__.Word instance at 0x114235e60>]",William,2_6,True,,,playingtennis,,,NaN,NaN
92,92,"[<__main__.Word instance at 0x1142391b8>
 <__main__.Word instance at 0x114239050>]",William,2_6,True,,,playingtennis,,,NaN,NaN
93,93,[<__main__.Word instance at 0x114239368>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
94,94,"[<__main__.Word instance at 0x1142393f8>
 <__main__.Word instance at 0x1142392d8>
 <__main__.Word instance at 0x1142395f0>]",William,2_6,True,,,wannaplaytennis,,,NaN,NaN
95,95,"[<__main__.Word instance at 0x114239680>
 <__main__.Word instance at 0x114239098>
 <__main__.Word instance at 0x114239830>]",William,2_6,False,False,"[['on'], ['w'], ['it']]",wonit,itonw,0.166666666667,False,-0.1823215567939546
96,96,[<__main__.Word instance at 0x1142399e0>],William,2_6,False,True,[['here']],here,here,1.0,False,-0.0
97,97,[<__main__.Word instance at 0x114239a28>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
98,98,"[<__main__.Word instance at 0x114239c20>
 <__main__.Word instance at 0x114239b00>
 <__main__.Word instance at 0x114239cb0>]",William,2_6,False,False,"[['wanna'], ['I', ""don't""]]",Idon'twanna,wannaIdon't,0.5,False,-0.6931471805599453
99,99,"[<__main__.Word instance at 0x114239d88>
 <__main__.Word instance at 0x114239ab8>
 <__main__.Word instance at 0x114239f80>
 <__main__.Word instance at 0x114239e18>
 <__main__.Word instance at 0x114239f38>
 <__main__.Word instance at 0x114239bd8>]",William,2_6,False,True,"[['one', 'more', 'time'], ['one', 'more', 'time']]",onemoretimeonemoretime,onemoretimeonemoretime,1.0,True,-0.0
100,100,"[<__main__.Word instance at 0x11423c248>
 <__main__.Word instance at 0x11423c0e0>
 <__main__.Word instance at 0x11423c320>]",William,2_6,True,,,kaywannaswitch,,,NaN,NaN
101,101,[<__main__.Word instance at 0x11423c290>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
102,102,[<__main__.Word instance at 0x11423c368>],William,2_6,False,True,[['okay']],okay,okay,1.0,False,-0.0
103,103,[<__main__.Word instance at 0x11423c440>],William,2_6,False,True,[['two']],two,two,1.0,False,-0.0
104,104,[<__main__.Word instance at 0x11423c5f0>],William,2_6,True,,,oops,,,NaN,NaN
105,105,"[<__main__.Word instance at 0x11423c9e0>
 <__main__.Word instance at 0x11423c8c0>
 <__main__.Word instance at 0x11423ca70>]",William,2_6,False,False,"[['it'], [""where'd""], ['go']]",where'ditgo,itwhere'dgo,0.166666666667,False,-0.1823215567939546
106,106,"[<__main__.Word instance at 0x11423cd40>
 <__main__.Word instance at 0x11423cc20>
 <__main__.Word instance at 0x11423ce60>
 <__main__.Word instance at 0x11423cf80>
 <__main__.Word instance at 0x11423cef0>
 <__main__.Word instance at 0x11423ccf8>]",William,2_6,False,False,"[['get'], ['it'], ['lemme'], ['get'], ['I'], ['it']]",Igetitlemmegetit,getitIgetitlemme,0.00555555555556,True,-0.005571045049455361
107,107,[<__main__.Word instance at 0x11423f050>],William,2_6,True,,,ow,,,NaN,NaN
108,108,"[<__main__.Word instance at 0x11423f170>
 <__main__.Word instance at 0x11423f488>
 <__main__.Word instance at 0x11423f3b0>
 <__main__.Word instance at 0x11423f560>]",William,2_6,False,False,"[['okay'], ['not'], [""I'm""], ['no']]",noI'mnotokay,notokayI'mno,0.0416666666667,False,-0.04255961441879589
109,109,[<__main__.Word instance at 0x11423f5f0>],William,2_6,False,True,[['racket']],racket,racket,1.0,False,-0.0
110,110,[<__main__.Word instance at 0x11423f200>],William,2_6,False,True,[['racket']],racket,racket,1.0,False,-0.0
111,111,[<__main__.Word instance at 0x11423f4d0>],William,2_6,False,True,[['kay']],kay,kay,1.0,False,-0.0
112,112,[<__main__.Word instance at 0x11423fc68>],William,2_6,False,True,[['what']],what,what,1.0,False,-0.0
113,113,[<__main__.Word instance at 0x11423fd40>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
114,114,"[<__main__.Word instance at 0x11423fdd0>
 <__main__.Word instance at 0x11423fcb0>]",William,2_6,False,False,"[['here'], ['go']]",herego,gohere,0.5,False,-0.6931471805599453
115,115,[<__main__.Word instance at 0x11423fb48>],William,2_6,False,True,[['ready']],ready,ready,1.0,False,-0.0
116,116,[<__main__.Word instance at 0x11423f710>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
117,117,[<__main__.Word instance at 0x11423f7e8>],William,2_6,True,,,whoops,,,NaN,NaN
118,118,[<__main__.Word instance at 0x114242050>],William,2_6,False,True,[['what']],what,what,1.0,False,-0.0
119,119,[<__main__.Word instance at 0x114242320>],William,2_6,True,,,switch,,,NaN,NaN
120,120,[<__main__.Word instance at 0x1142424d0>],William,2_6,True,,,whoops,,,NaN,NaN
121,121,[<__main__.Word instance at 0x1142427a0>],William,2_6,True,,,switch,,,NaN,NaN
122,122,[<__main__.Word instance at 0x114242830>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
123,123,"[<__main__.Word instance at 0x114242950>
 <__main__.Word instance at 0x1142429e0>
 <__main__.Word instance at 0x1142425f0>
 <__main__.Word instance at 0x114242d40>]",William,2_6,True,,,noIdon'tswitch,,,NaN,NaN
124,124,[<__main__.Word instance at 0x114242d88>],William,2_6,False,True,[['racket']],racket,racket,1.0,False,-0.0
125,125,"[<__main__.Word instance at 0x1142451b8>
 <__main__.Word instance at 0x1142450e0>
 <__main__.Word instance at 0x114245368>]",William,2_6,False,True,"[['one', 'more', 'time']]",onemoretime,onemoretime,1.0,False,-0.0
126,126,[<__main__.Word instance at 0x114245560>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
127,127,[<__main__.Word instance at 0x114245638>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
128,128,"[<__main__.Word instance at 0x1142456c8>
 <__main__.Word instance at 0x1142455a8>]",William,2_6,True,,,let'sswitch,,,NaN,NaN
129,129,[<__main__.Word instance at 0x114245758>],William,2_6,True,,,switch,,,NaN,NaN
130,130,[<__main__.Word instance at 0x114245908>],William,2_6,True,,,switch,,,NaN,NaN
131,131,[<__main__.Word instance at 0x114245ab8>],William,2_6,False,True,[['oh']],oh,oh,1.0,False,-0.0
132,132,"[<__main__.Word instance at 0x1142459e0>
 <__main__.Word instance at 0x114245dd0>]",William,2_6,False,False,"[['on'], ['it']]",onit,iton,0.5,False,-0.6931471805599453
133,133,"[<__main__.Word instance at 0x114245e60>
 <__main__.Word instance at 0x114245d40>]",William,2_6,False,True,"[['hold'], ['on']]",holdon,holdon,0.5,False,0.6931471805599453
134,134,"[<__main__.Word instance at 0x114245bd8>
 <__main__.Word instance at 0x114249098>
 <__main__.Word instance at 0x114249170>]",William,2_6,False,False,"[['on'], ['what'], ['it']]",whatonit,itonwhat,0.166666666667,False,-0.1823215567939546
135,135,[<__main__.Word instance at 0x1142490e0>],William,2_6,False,True,[['w']],w,w,1.0,False,-0.0
136,136,"[<__main__.Word instance at 0x114249320>
 <__main__.Word instance at 0x114249488>]",William,2_6,False,False,"[['kay'], ['ready']]",kayready,readykay,0.5,False,-0.6931471805599453
137,137,"[<__main__.Word instance at 0x114249680>
 <__main__.Word instance at 0x114249560>
 <__main__.Word instance at 0x114249710>
 <__main__.Word instance at 0x114249290>
 <__main__.Word instance at 0x114249908>]",William,2_6,False,False,"[['wanna', 'ride'], ['kay'], ['the', 'bike']]",wannaridethebikekay,thebikewannaridekay,0.166666666667,False,-0.1823215567939546
138,138,[<__main__.Word instance at 0x114249998>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
139,139,"[<__main__.Word instance at 0x114249b48>
 <__main__.Word instance at 0x114249a28>
 <__main__.Word instance at 0x114249d40>]",William,2_6,False,True,"[['wanna'], ['outside'], ['go']]",wannagooutside,wannagooutside,0.166666666667,False,1.791759469228055
140,140,[<__main__.Word instance at 0x114249dd0>],William,2_6,True,,,bike,,,NaN,NaN
141,141,[<__main__.Word instance at 0x114249f80>],William,2_6,True,,,oops,,,NaN,NaN
142,142,"[<__main__.Word instance at 0x11424c290>
 <__main__.Word instance at 0x11424c1b8>
 <__main__.Word instance at 0x11424c320>]",William,2_6,True,,,thisismine,,,NaN,NaN
143,143,"[<__main__.Word instance at 0x11424c440>
 <__main__.Word instance at 0x11424c098>
 <__main__.Word instance at 0x11424c4d0>
 <__main__.Word instance at 0x11424c170>
 <__main__.Word instance at 0x11424c680>]",William,2_6,True,,,thisisthisisyours,,,NaN,NaN
144,144,[<__main__.Word instance at 0x11424c878>],William,2_6,False,True,[['no']],no,no,1.0,False,-0.0
145,145,"[<__main__.Word instance at 0x11424c950>
 <__main__.Word instance at 0x11424c638>
 <__main__.Word instance at 0x11424cab8>]",William,2_6,True,,,let'splaytennis,,,NaN,NaN
146,146,[<__main__.Word instance at 0x11424cb48>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
147,147,[<__main__.Word instance at 0x11424cc20>],William,2_6,True,,,yep,,,NaN,NaN
148,148,"[<__main__.Word instance at 0x11424cdd0>
 <__main__.Word instance at 0x11424ccb0>
 <__main__.Word instance at 0x11424cf80>
 <__main__.Word instance at 0x11424ce60>
 <__main__.Word instance at 0x11424c758>
 <__main__.Word instance at 0x114250170>]",William,2_6,False,False,"[['kay'], ['use'], ['the'], ['the'], ['use'], ['racket']]",usetheusetheracketkay,thethekayuseracketuse,0.00555555555556,True,-0.005571045049455361
149,149,"[<__main__.Word instance at 0x114250368>
 <__main__.Word instance at 0x114250200>
 <__main__.Word instance at 0x1142503f8>
 <__main__.Word instance at 0x1142505a8>]",William,2_6,False,False,"[['the'], ['racket'], ['use'], ['I']]",Iusetheracket,theIuseracket,0.0416666666667,False,-0.04255961441879589
150,150,[<__main__.Word instance at 0x114250710>],William,2_6,False,True,[['w']],w,w,1.0,False,-0.0
151,151,"[<__main__.Word instance at 0x114250878>
 <__main__.Word instance at 0x114250128>
 <__main__.Word instance at 0x114250560>
 <__main__.Word instance at 0x1142507e8>]",William,2_6,False,False,"[['this', 'is'], ['w'], ['my']]",thisismyw,wthisismy,0.166666666667,False,-0.1823215567939546
152,152,"[<__main__.Word instance at 0x114250950>
 <__main__.Word instance at 0x114250b00>
 <__main__.Word instance at 0x1142505f0>]",William,2_6,True,,,thisisyours,,,NaN,NaN
153,153,[<__main__.Word instance at 0x114250908>],William,2_6,False,True,[['what']],what,what,1.0,False,-0.0
154,154,"[<__main__.Word instance at 0x114250320>
 <__main__.Word instance at 0x114250d88>
 <__main__.Word instance at 0x114250c68>]",William,2_6,True,,,thisismine,,,NaN,NaN
155,155,[<__main__.Word instance at 0x114250f38>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
156,156,[<__main__.Word instance at 0x114250f80>],William,2_6,False,True,[['yeah']],yeah,yeah,1.0,False,-0.0
157,157,"[<__main__.Word instance at 0x1142506c8>
 <__main__.Word instance at 0x1142530e0>
 <__main__.Word instance at 0x114253200>
 <__main__.Word instance at 0x1142532d8>]",William,2_6,True,,,Iwannaplaytennis,,,NaN,NaN
158,158,[<__main__.Word instance at 0x114253248>],William,2_6,False,True,[['kay']],kay,kay,1.0,False,-0.0
159,159,"[<__main__.Word instance at 0x1142535f0>
 <__main__.Word instance at 0x1142534d0>
 <__main__.Word instance at 0x114253908>
 <__main__.Word instance at 0x114253680>]",William,2_6,False,False,"[['I'], ['find'], [""can't""], ['it']]",Ican'tfindit,itIcan'tfind,0.0416666666667,False,-0.04255961441879589
